Name,Address,Latitude,Longitude,
SUNY College at Brockport,"350 New Campus Dr,Brockport,NY,14420",43.2127878,-43.2127878,
SUNY College at Geneseo,"1 College Circle,Geneseo,NY,14454",42.7960069,-42.7960069,
SUNY College at Old Westbury,"223 Store Hill Rd,Old Westbury,NY,11568",40.7803282,-40.7803282,
SUNY College at Oswego,"7060 State Route 104,Oswego,NY,13126",43.4542181,-43.4542181,
SUNY College at Plattsburgh,"101 Broad Street,Plattsburgh,NY,12901",44.6930943,-44.6930943,
SUNY College at Potsdam,"44 Pierrepont Ave,Potsdam,NY,13676",44.6617901,-44.6617901,
SUNY College of Agriculture and Technology at Cobleskill,"State Route 7,Cobleskill,NY,12043",42.6778477,-42.6778477,
SUNY College of Environmental Science and Forestry,"One Forestry Dr.,Syracuse,NY,13210",43.0345102,-43.0345102,
SUNY College of Technology at Alfred,"10 Upper College Drive,Alfred,NY,14802",42.2552377,-42.2552377,
SUNY College of Technology at Canton,"34 Cornell Drive,Canton,NY,13617",44.6013495,-44.6013495,
SUNY College of Technology at Delhi,"2 Main Street,Delhi,NY,13753",42.272466,-42.272466,
SUNY Cortland,"Miller Building,Cortland,NY,13045",42.5990088,-42.5990088,
SUNY Maritime College,"6 Pennyfield Avenue,Throggs Neck,NY,10465",40.8092024,-40.8092024,
SUNY Oneonta,"108 Ravine Parkway,Oneonta,NY,13820",42.4716666,-42.4716666,
SUNY Polytechnic Institute,"100 Seymour Rd,Utica,NY,13502",43.1352919,-43.1352919,
SUNY Westchester Community College,"75 Grasslands Road,Valhalla,NY,10595",41.0686223,-41.0686223,
Surry Community College,"630 S. Main Street,Dobson,NC,27017",36.385371,-36.385371,
Susquehanna University,"514 University Ave,Selinsgrove,PA,17870",40.799708,-40.799708,
Sussex County Community College,"One College Hill Road,Newton,NJ,7860",41.0682488,-41.0682488,
Swarthmore College,"500 College Ave,Swarthmore,PA,19081",39.906932,-39.906932,
Syracuse University,"900 South Crouse Ave.,Syracuse,NY,13244",43.049345,-43.049345,
Tabor College,"400 S Jefferson,Hillsboro,KS,67063",38.3499975,-38.3499975,
Tacoma Community College,"6501 S 19th St,Tacoma,WA,98466",47.2458032,-47.2458032,
Taft College,"29 Cougar Court,Taft,CA,93268",35.1492183,-35.1492183,
Talladega College,"627 W Battle St,Talladega,AL,35160",33.4327519,-33.4327519,
Tallahassee Community College,"444 Appleyard Dr,Tallahassee,FL,32304",30.4434759,-30.4434759,
Tarleton State University,"1333 W. Washington,Stephenville,TX,76401",32.2160426,-32.2160426,
Taylor University,"236 W Reade Ave,Upland,IN,46989",40.4571778,-40.4571778,
Temple College,"2600 S 1st St,Temple,TX,76504",31.072684,-31.072684,
Temple University,"1801 North Broad Street,Philadelphia,PA,19122",39.9803512,-39.9803512,
Tennessee State University,"3500 John A. Merritt Blvd,Nashville,TN,37209",36.1682397,-36.1682397,
Tennessee Technological University,"1 William L. Jones Drive,Cookeville,TN,38505",36.1745935,-36.1745935,
Tennessee Wesleyan University,"204 East College Street,Athens,TN,37303",35.445114,-35.445114,
Texas A & M International University,"5201 University Blvd,Laredo,TX,78041",27.5734867,-27.5734867,
Texas A & M University-College Station,"JKW Administration Building, Suite 200,College Station,TX,77843",30.6187558,-30.6187558,
Texas A & M University-Commerce,"2600 South Neal,Commerce,TX,75429",33.23814,-33.23814,
Texas A & M University-Corpus Christi,"6300 Ocean Dr.,Corpus Christi,TX,78412",27.712792,-27.712792,
Texas A & M University-Kingsville,"700 University Blvd,Kingsville,TX,78363",27.5166951,-27.5166951,
Texas A&M University-Texarkana,"7101 University Avenue,Texarkana,TX,75503",33.4898106,-33.4898106,
Texas Christian University,"2800 S University Dr,Fort Worth,TX,76129",32.709151,-32.709151,
Texas College,"2404 N. Grand Avenue,Tyler,TX,75702",32.3746216,-32.3746216,
Texas Lutheran University,"1000 W. Court St,Seguin,TX,78155",29.5720802,-29.5720802,
Texas Southern University,"3100 Cleburne St,Houston,TX,77004",29.7214214,-29.7214214,
Texas State University,"601 University Dr,San Marcos,TX,78666",29.8888838,-29.8888838,
Texas Tech University,"Broadway and University Avenue,Lubbock,TX,79409",33.5842591,-33.5842591,
Texas Wesleyan University,"1201 Wesleyan St,Fort Worth,TX,76105",32.7331261,-32.7331261,
Texas Woman's University,"304 Administration Dr,Denton,TX,76204",33.2262575,-33.2262575,
Thaddeus Stevens College of Technology,"750 E King St,Lancaster,PA,17602",40.0382795,-40.0382795,
The College of Idaho,"2112 Cleveland Blvd,Caldwell,ID,83605",43.6536737,-43.6536737,
The College of New Jersey,"2000 Pennington Road,Ewing,NJ,8628",40.2686403,-40.2686403,
The College of Saint Rose,"432 Western Ave,Albany,NY,12203",42.6640071,-42.6640071,
The College of Saint Scholastica,"1200 Kenwood Ave,Duluth,MN,55811",46.8160713,-46.8160713,
The College of Wooster,"1189 Beall Avenue,Wooster,OH,44691",40.8101944,-40.8101944,
The Evergreen State College,"2700 Evergreen Pkwy NW,Olympia,WA,98505",47.073705,-47.073705,
The King's College,"56 Broadway,New York,NY,10004",40.7066799,-40.7066799,
The Master's University and Seminary,"21726 Placerita Canyon Road,Santa Clarita,CA,91321",34.3817734,-34.3817734,
The Sage Colleges,"65 1st Street,Troy,NY,12180",42.7272267,-42.7272267,
The University of Alabama,"739 University Blvd,Tuscaloosa,AL,35487",33.2096093,-33.2096093,
The University of Findlay,"1000 North Main Street,Findlay,OH,45840",41.0537667,-41.0537667,
The University of Montana,"Missoula, Montana,Missoula,MT,59812",46.861557,-46.861557,
The University of Montana-Western,"710 S Atlantic,Dillon,MT,59725",45.208228,-45.208228,
The University of Tampa,"401 W Kennedy Blvd,Tampa,FL,33606",27.9479478,-27.9479478,
The University of Tennessee-Chattanooga,"615 McCallie Ave,Chattanooga,TN,37403",35.047943,-35.047943,
The University of Tennessee-Knoxville,"527 Andy Holt Tower,Knoxville,TN,37996",35.9520732,-35.9520732,
The University of Tennessee-Martin,"554 University Street,Martin,TN,38238",36.342753,-36.342753,
The University of Texas at Arlington,"701 S. Nedderman Dr.,Arlington,TX,76013",32.7292117,-32.7292117,
The University of Texas at Austin,"110 Inner Campus Drive,Austin,TX,78712",30.2861062,-30.2861062,
The University of Texas at Dallas,"800 West Campbell  Road,Richardson,TX,75080",32.9816479,-32.9816479,
The University of Texas at El Paso,"500 W. University Ave,El Paso,TX,79968",31.7698629,-31.7698629,
The University of Texas at San Antonio,"One UTSA Circle,San Antonio,TX,78249",29.5845786,-29.5845786,
The University of Texas at Tyler,"3900 University Blvd,Tyler,TX,75799",32.3151773,-32.3151773,
The University of Texas of the Permian Basin,"4901 E University,Odessa,TX,79762",31.8876067,-31.8876067,
The University of Texas Rio Grande Valley,"1201 W University Dr,Edinburg,TX,78539",26.3081983,-26.3081983,
The University of Virginia's College at Wise,"1 College Avenue,Wise,VA,24293",36.9707461,-36.9707461,
The University of West Florida,"11000 University Parkway,Pensacola,FL,32514",30.5491387,-30.5491387,
Thiel College,"75 College Ave,Greenville,PA,16125",41.4119742,-41.4119742,
Thomas College,"180 W River Rd,Waterville,ME,4901",44.5248738,-44.5248738,
Thomas Jefferson University,"1020 Walnut Street,Philadelphia,PA,19107",39.9482624,-39.9482624,
Thomas More College,"333 Thomas More Parkway,Crestview Hills,KY,41017",39.0216667,-39.0216667,
Thomas Nelson Community College,"99 Thomas Nelson Drive,Hampton,VA,23666",37.0634225,-37.0634225,
Thomas University,"1501 Millpond Rd,Thomasville,GA,31792",30.8150654,-30.8150654,
Three Rivers College,"2080 Three Rivers Blvd,Poplar Bluff,MO,63901",36.7764609,-36.7764609,
Tiffin University,"155 Miami Street,Tiffin,OH,44883",41.1184446,-41.1184446,
Toccoa Falls College,"107 Kincaid Drive,Toccoa Falls,GA,30598",34.5962723,-34.5962723,
Tohono O'Odham Community College,"Highway 86, Mile Post 125.5,Sells,AZ,856343129",31.9183549,-31.9183549,
Tompkins Cortland Community College,"170 North St,Dryden,NY,13053",42.5026424,-42.5026424,
Tougaloo College,"500 W County Line Rd,Tougaloo,MS,39174",32.4006802,-32.4006802,
Touro College,"500 7th Avenue,New York,NY,10018",40.7532218,-40.7532218,
Towson University,"8000 York Rd,Towson,MD,21252",39.3936139,-39.3936139,
Transylvania University,"300 N Broadway,Lexington,KY,40508",38.0528459,-38.0528459,
Treasure Valley Community College,"650 College Blvd,Ontario,OR,97914",44.0177762,-44.0177762,
Trevecca Nazarene University,"333 Murfreesboro Rd,Nashville,TN,37210",36.0149584,-36.0149584,
Trine University,"1 University Ave,Angola,IN,46703",41.633333,-41.633333,
Trinidad State Junior College,"600 Prospect Street,Trinidad,CO,81082",37.1732795,-37.1732795,
Trinity Baptist College,"800 Hammond Blvd,Jacksonville,FL,32221",30.3093671,-30.3093671,
Trinity Bible College and Graduate School,"50 6th Ave S,Ellendale,ND,584367150",46.0005465,-46.0005465,
Trinity Christian College,"6601 W College Dr,Palos Heights,IL,60463",41.6677877,-41.6677877,
Trinity College,"300 Summit St,Hartford,CT,6106",41.7473639,-41.7473639,
Trinity College of Florida,"2430 Welbilt Boulevard,Trinity,FL,34655",28.194591,-28.194591,
Trinity International University-Illinois,"2065 Half Day Rd,Deerfield,IL,60015",42.1979075,-42.1979075,
Trinity University,"One Trinity Place,San Antonio,TX,78212",29.4642886,-29.4642886,
Trinity Valley Community College,"100 Cardinal Drive,Athens,TX,75751",32.1963422,-32.1963422,
Trinity Washington University,"125 Michigan Ave NE,Washington,DC,20017",38.9275319,-38.9275319,
Triton College,"2000 5th Ave,River Grove,IL,60171",41.9150378,-41.9150378,
Troy University,"University Avenue,Troy,AL,36082",31.7984183,-31.7984183,
Truett McConnell University,"100 Alumni Dr,Cleveland,GA,30528",34.5948888,-34.5948888,
Truman State University,"100 E Normal Avenue,Kirksville,MO,63501",40.1885977,-40.1885977,
Tufts University,"161 College Ave.,Medford,MA,2155",42.4096872,-42.4096872,
Tulane University of Louisiana,"6823 St. Charles Avenue,New Orleans,LA,70118",29.9354099,-29.9354099,
Turtle Mountain Community College,"10145 BIA #7 North,Belcourt,ND,58316",48.8165127,-48.8165127,
Tusculum College,"60 Shiloh Road,Greeneville,TN,37743",36.1740586,-36.1740586,
Tuskegee University,"Kresge Center, 3rd Floor,Tuskegee,AL,36088",32.4309166,-32.4309166,
Tyler Junior College,"1400 East Fifth Street,Tyler,TX,75701",32.3329038,-32.3329038,
Ulster County Community College,"491 Cottekill Rd,Stone Ridge,NY,12484",41.8508952,-41.8508952,
Umpqua Community College,"1140 Umpqua College Rd.,Roseburg,OR,97470",43.2910295,-43.2910295,
Union College,"310 College St,Barbourville,KY,40906",36.8712468,-36.8712468,
Union College,"3800 S 48th Street,Lincoln,NE,68506",40.7745521,-40.7745521,
Union College,"807 Union St,Schenectady,NY,12308",42.8155649,-42.8155649,
Union County College,"1033 Springfield Ave.,Cranford,NJ,7016",40.6677,-40.6677,
Union University,"1050 Union University Dr,Jackson,TN,38305",35.6770261,-35.6770261,
United States Merchant Marine Academy,"300 Steamboat Rd,Kings Point,NY,11024",40.8127699,-40.8127699,
United Tribes Technical College,"3315 University Dr,Bismarck,ND,58504",46.7688374,-46.7688374,
Unity College,"90 Quaker Hill Road,Unity,ME,4988",44.6033491,-44.6033491,
Universidad Central de Bayamon,"Avenida Zaya Verde La Milagrosa Barrio Hato Tejas,Bayamón,PR,960",18.3983485,-18.3983485,
Universidad del Este,"Carretera 190 Km 1.8 Esquina Calle 220,Carolina,PR,983",18.411038,-18.411038,
Universidad del Sagrado Corazon,"Calle Rosales Esq San Antonio Pda 26 1/2,Santurce,PR,907",29.4241219,-29.4241219,
Universidad del Turabo,"Carr. # 189 Km 3.3,Gurabo,PR,778",18.244559,-18.244559,
Universidad Metropolitana,"1399 Ave. Ana G. Méndez,San Juan,PR,926",18.3870373,-18.3870373,
Universidad Politecnica de Puerto Rico,"377 Ponce de Leon Ave,Hato Rey,PR,919",18.4225853,-18.4225853,
University at Buffalo,"12 Capen Hall,Buffalo,NY,14260",43.00095,-43.00095,
University of Akron Main Campus,"302 Buchtel Common,Akron,OH,44325",41.0754323,-41.0754323,
University of Alabama at Birmingham,"Administration Bldg Suite 1070,Birmingham,AL,35294",33.5058651,-33.5058651,
University of Alabama in Huntsville,"301 Sparkman Dr,Huntsville,AL,35899",34.7251471,-34.7251471,
University of Alaska Anchorage,"3211 Providence Drive,Anchorage,AK,99508",61.1907878,-61.1907878,
University of Alaska Fairbanks,"1810 Salcha Street,Fairbanks,AK,99775",64.8562245,-64.8562245,
University of Antelope Valley,"44055 Sierra Highway,Lancaster,CA,93534",34.6835278,-34.6835278,
University of Arizona,"1401 E University,Tucson,AZ,85721",32.2327247,-32.2327247,
University of Arkansas,"Administration Bldg 425,Fayetteville,AR,72701",36.0699572,-36.0699572,
University of Arkansas at Little Rock,"2801 S University Ave,Little Rock,AR,72204",34.7257004,-34.7257004,
University of Arkansas at Monticello,"Highway 425 South,Monticello,AR,71656",33.6235915,-33.6235915,
University of Arkansas at Pine Bluff,"1200 N University Mail Slot 4789,Pine Bluff,AR,71601",34.2262213,-34.2262213,
University of Arkansas Community College Rich Mountain,"1100 College Dr,Mena,AR,71953",34.591978,-34.591978,
University of Arkansas-Fort Smith,"5210 Grand Ave,Fort Smith,AR,72913",35.3848407,-35.3848407,
University of Bridgeport,"126 Park Avenue,Bridgeport,CT,6604",41.164718,-41.164718,
University of California-Berkeley,"200 California Hall,Berkeley,CA,94720",37.8718399,-37.8718399,
University of California-Davis,"One Shields Avenue,Davis,CA,95616",38.5409093,-38.5409093,
University of California-Irvine,"501 Aldrich Hall,Irvine,CA,92697",33.6485178,-33.6485178,
University of California-Los Angeles,"405 Hilgard Ave,Los Angeles,CA,90095",34.0725988,-34.0725988,
University of California-Merced,"5200 North Lake Road,Merced,CA,95343",37.3637343,-37.3637343,
University of California-Riverside,"900 University Ave,Riverside,CA,92521",33.9754243,-33.9754243,
University of California-San Diego,"9500 Gilman Dr,La Jolla,CA,92093",32.8824069,-32.8824069,
University of California-Santa Barbara,"5221 Cheadle Hall,Santa Barbara,CA,93106",34.4139629,-34.4139629,
University of California-Santa Cruz,"1156 High St,Santa Cruz,CA,95064",36.9834126,-36.9834126,
University of Central Arkansas,"201 Donaghey Ave,Conway,AR,72035",35.0773132,-35.0773132,
University of Central Florida,"4465 Knights Victory Way,Orlando,FL,32816",28.6082727,-28.6082727,
University of Central Missouri,"108 W South Street,Warrensburg,MO,64093",38.7581171,-38.7581171,
University of Central Oklahoma,"100 N University Dr,Edmond,OK,73034",35.6551099,-35.6551099,
University of Charleston,"2300 MacCorkle Avenue,  SE,Charleston,WV,25304",38.332982,-38.332982,
University of Chicago,"5801 S Ellis Ave,Chicago,IL,60637",41.7895805,-41.7895805,
University of Cincinnati-Clermont College,"4200 Clermont College Dr,Batavia,OH,45103",39.0797116,-39.0797116,
University of Cincinnati-Main Campus,"2624 Clifton Avenue,Cincinnati,OH,45221",39.1343961,-39.1343961,
University of Colorado Boulder,"Regent Drive at Broadway,Boulder,CO,80309",40.0034965,-40.0034965,
University of Colorado Colorado Springs,"1420 Austin Bluffs Parkway,Colorado Springs,CO,80918",38.8958038,-38.8958038,
University of Connecticut,"352 Mansfield Road,Storrs,CT,6269",41.8088143,-41.8088143,
University of Connecticut-Avery Point,"1084 Shennecossett Rd,Groton,CT,6340",41.3167794,-41.3167794,
University of Dallas,"1845 E Northgate Drive,Irving,TX,75062",32.8462097,-32.8462097,
University of Dayton,"300 College Park,Dayton,OH,45469",39.7394599,-39.7394599,
University of Delaware,"104 Hullihen Hall,Newark,DE,19716",39.6795367,-39.6795367,
University of Denver,"2199 S. University Blvd,Denver,CO,80208",39.6766368,-39.6766368,
University of Detroit Mercy,"4001 W McNichols Rd,Detroit,MI,48221",42.4155262,-42.4155262,
University of Dubuque,"2000 University Ave,Dubuque,IA,52001",42.4977869,-42.4977869,
University of Evansville,"1800 Lincoln Avenue,Evansville,IN,47722",37.9734067,-37.9734067,
University of Florida,"Tigert Hall,Gainesville,FL,32611",29.6494246,-29.6494246,
University of Georgia,"Administration Building,Athens,GA,30602",33.9562553,-33.9562553,
University of Hartford,"200 Bloomfield Ave,West Hartford,CT,6117",41.7984508,-41.7984508,
University of Hawaii at Hilo,"200 W Kawili St,Hilo,HI,96720",19.7018462,-19.7018462,
University of Hawaii at Manoa,"2500 Campus Road,Honolulu,HI,96822",21.300702,-21.300702,
University of Houston,"212 E. Cullen Building,Houston,TX,77204",29.7203176,-29.7203176,
University of Houston-Victoria,"3007 N. Ben Wilson,Victoria,TX,77901",28.816247,-28.816247,
University of Idaho,"875 Perimeter Drive MS 2282,Moscow,ID,83844",46.7288124,-46.7288124,
University of Illinois at Chicago,"601 S Morgan,Chicago,IL,60607",41.8737632,-41.8737632,
University of Illinois at Springfield,"One University Plaza,Springfield,IL,62703",39.729518,-39.729518,
University of Illinois at Urbana-Champaign,"601 E John Street,Champaign,IL,61820",40.1088318,-40.1088318,
University of Indianapolis,"1400 E Hanna Ave,Indianapolis,IN,46227",39.709623,-39.709623,
University of Iowa,"101 Jessup Hall,Iowa City,IA,52242",41.661897,-41.661897,
University of Jamestown,"608 6th St NE,Jamestown,ND,58405",46.9139031,-46.9139031,
University of Kansas,"Strong Hall, 1450 Jayhawk Blvd, Room 230,Lawrence,KS,66045",38.958542,-38.958542,
University of Kentucky,"South Limestone,Lexington,KY,40506",38.0380607,-38.0380607,
University of La Verne,"1950 Third St,La Verne,CA,91750",34.1008542,-34.1008542,
University of Louisiana at Lafayette,"104 University Circle,Lafayette,LA,70503",30.2324598,-30.2324598,
University of Louisiana at Monroe,"700 University Avenue,Monroe,LA,71209",32.5306007,-32.5306007,
University of Louisville,"2301 S 3rd St,Louisville,KY,40292",38.2157954,-38.2157954,
University of Lynchburg,"1501 Lakeside Dr,Lynchburg,VA,24501",37.4006002,-37.4006002,
University of Maine,"168 College Avenue,Orono,ME,4469",44.8955674,-44.8955674,
University of Maine at Augusta,"46 University Dr,Augusta,ME,4330",44.3422294,-44.3422294,
University of Maine at Farmington,"224 Main St.,Farmington,ME,4938",44.6691179,-44.6691179,
University of Maine at Fort Kent,"23 University Drive,Fort Kent,ME,4743",47.2503875,-47.2503875,
University of Maine at Machias,"116 O'Brien Ave,Machias,ME,4654",44.7078391,-44.7078391,
University of Maine at Presque Isle,"181 Main St,Presque Isle,ME,4769",46.6722917,-46.6722917,
University of Mary,"7500 University Dr,Bismarck,ND,58504",46.721353,-46.721353,
University of Mary Hardin-Baylor,"900 College St,Belton,TX,76513",31.0708561,-31.0708561,
University of Mary Washington,"1301 College Ave,Fredericksburg,VA,22401",38.2996039,-38.2996039,
University of Maryland Eastern Shore,"J.T. Williams Hall,Princess Anne,MD,21853",38.2102166,-38.2102166,
University of Maryland-Baltimore County,"1000 Hilltop Circle, UMBC Event Center,Baltimore,MD,21250",39.2523419,-39.2523419,
University of Maryland-College Park,"Main Administration Building,College Park,MD,20742",38.9859963,-38.9859963,
University of Massachusetts-Amherst,"374 Whitmore Building 181 Presidents Drive,Amherst,MA,1003",42.3861771,-42.3861771,
University of Massachusetts-Boston,"100 Morrissey Boulevard,Boston,MA,2125",42.312004,-42.312004,
University of Massachusetts-Dartmouth,"285 Old Westport Rd,North Dartmouth,MA,2747",41.6241106,-41.6241106,
University of Massachusetts-Lowell,"1 University Ave,Lowell,MA,1854",42.6539217,-42.6539217,
University of Memphis,"Southern Avenue,Memphis,TN,38152",35.1158539,-35.1158539,
University of Miami,"University of Miami,Coral Gables,FL,33146",25.7178924,-25.7178924,
University of Michigan-Ann Arbor,"503 Thompson Street,Ann Arbor,MI,48109",42.2758739,-42.2758739,
University of Michigan-Dearborn,"4901 Evergreen Rd,Dearborn,MI,48128",42.3184187,-42.3184187,
University of Minnesota-Crookston,"2900 University Ave,Crookston,MN,56716",47.8020868,-47.8020868,
University of Minnesota-Duluth,"515 Darland Administration Bldg,Duluth,MN,55812",46.8170318,-46.8170318,
University of Minnesota-Morris,"309 Behmler Hall,Morris,MN,56267",45.5890317,-45.5890317,
University of Minnesota-Twin Cities,"100 Church Street SE,Minneapolis,MN,55455",44.9758602,-44.9758602,
University of Mississippi,"Oxford, Mississippi,University,MS,38677",34.3662913,-34.3662913,
University of Missouri-Columbia,"105 Jesse Hall,Columbia,MO,65211",38.9453385,-38.9453385,
University of Missouri-Kansas City,"5100 Rockhill Rd.,Kansas City,MO,64110",39.0336695,-39.0336695,
University of Missouri-St Louis,"One University Boulevard,Saint Louis,MO,63121",38.7096291,-38.7096291,
University of Mobile,"5735 College Parkway Drive,Mobile,AL,36613",30.7946459,-30.7946459,
University of Montevallo,"Station 6001,Montevallo,AL,35115",33.10917,-33.10917,
University of Mount Olive,"634 Henderson St,Mount Olive,NC,28365",35.20782,-35.20782,
University of Mount Union,"1972 Clark Ave.,Alliance,OH,44601",40.9022553,-40.9022553,
University of Nebraska at Kearney,"905 W 25th St,Kearney,NE,68849",40.7006228,-40.7006228,
University of Nebraska at Omaha,"6001 Dodge St,Omaha,NE,68182",41.2582497,-41.2582497,
University of Nebraska-Lincoln,"14th and R St,Lincoln,NE,68588",40.8175693,-40.8175693,
University of Nevada-Las Vegas,"4505 S Maryland Pky,Las Vegas,NV,89154",36.1065217,-36.1065217,
University of Nevada-Reno,"North Virginia Street,Reno,NV,89557",39.5438691,-39.5438691,
University of New England,"11 Hills Beach Rd,Biddeford,ME,4005",43.4580557,-43.4580557,
University of New Hampshire-Main Campus,"105 Main St., Thompson Hall,Durham,NH,3824",43.1359259,-43.1359259,
University of New Haven,"300 Boston Post Road,West Haven,CT,6516",41.2922972,-41.2922972,
University of New Mexico-Main Campus,"1700 Lomas Blvd NE,Albuquerque,NM,87106",35.0893968,-35.0893968,
University of New Orleans,"2000 Lakeshore Drive,New Orleans,LA,70148",30.0292776,-30.0292776,
University of North Alabama,"One Harrison Plaza,Florence,AL,35632",34.8074555,-34.8074555,
University of North Carolina at Asheville,"One University Heights,Asheville,NC,28804",35.6163781,-35.6163781,
University of North Carolina at Chapel Hill,"103 South Bldg Cb 9100,Chapel Hill,NC,27599",35.9132961,-35.9132961,
University of North Carolina at Charlotte,"9201 University City Blvd,Charlotte,NC,28223",35.3058818,-35.3058818,
University of North Carolina at Greensboro,"1400 Spring Garden St,Greensboro,NC,27402",36.0655864,-36.0655864,
University of North Carolina at Pembroke,"One University Drive,Pembroke,NC,28372",34.6899339,-34.6899339,
University of North Carolina Wilmington,"601 South College Road,Wilmington,NC,28403",34.2277698,-34.2277698,
University of North Dakota,"264 Centennial Drive, Stop 8193,Grand Forks,ND,58202",47.922891,-47.922891,
University of North Florida,"1 UNF Drive,Jacksonville,FL,32224",30.2729275,-30.2729275,
University of North Georgia,"82 College Circle,Dahlonega,GA,30597",34.5302747,-34.5302747,
University of North Texas,"1501 W.Chestnut Ave.,Denton,TX,76203",33.2112391,-33.2112391,
University of Northern Colorado,"Carter Hall - Rm 4000,Greeley,CO,80639",40.4109302,-40.4109302,
University of Northern Iowa,"1227 W 27th St,Cedar Falls,IA,50614",42.514711,-42.514711,
University of Northwestern Ohio,"1441 N Cable Rd,Lima,OH,45805",40.7591151,-40.7591151,
University of Northwestern-St Paul,"3003 Snelling Ave N,Saint Paul,MN,55113",45.0337612,-45.0337612,
University of Notre Dame,"400 Main Building,Notre Dame,IN,46556",41.703084,-41.703084,
University of Oklahoma-Norman Campus,"660 Parrington Oval,Norman,OK,73019",35.2085041,-35.2085041,
University of Oregon,"110 Johnson Hall,Eugene,OR,97403",44.0637862,-44.0637862,
University of Pennsylvania,"34th & Spruce Street,Philadelphia,PA,19104",39.9504425,-39.9504425,
University of Pikeville,"147 Sycamore St,Pikeville,KY,41501",37.4811243,-37.4811243,
University of Pittsburgh-Bradford,"300 Campus Drive,Bradford,PA,16701",41.9453234,-41.9453234,
University of Pittsburgh-Greensburg,"150 Finoli Drive,Greensburg,PA,15601",40.2763342,-40.2763342,
University of Pittsburgh-Johnstown,"450 Schoolhouse Road,Johnstown,PA,15904",40.2675162,-40.2675162,
University of Pittsburgh-Pittsburgh Campus,"4200 Fifth Avenue,Pittsburgh,PA,15260",40.44439,-40.44439,
University of Pittsburgh-Titusville,"504 East Main Street,Titusville,PA,16354",41.6287085,-41.6287085,
University of Portland,"5000 N Willamette Blvd,Portland,OR,97203",45.5735801,-45.5735801,
University of Providence,"1301 Twentieth St S,Great Falls,MT,59405",47.4913797,-47.4913797,
University of Puerto Rico-Aguadilla,"Belt St. Ramey Base,Aguadilla,PR,604",18.4953957,-18.4953957,
University of Puerto Rico-Arecibo,"Finca las Dunas Carr 653 Ruta 129 Km 8,Arecibo,PR,614",18.4652704,-18.4652704,
University of Puerto Rico-Bayamon,"Road 174 #170 Minillas Industrial Park,Bayamon,PR,959",18.3718284,-18.3718284,
University of Puerto Rico-Carolina,"Carretera 887 Bo San Anton,Carolina,PR,984",18.3910677,-18.3910677,
University of Puerto Rico-Cayey,"205 Antonio R. Barcelo Ave.,Cayey,PR,737",18.1176554,-18.1176554,
University of Puerto Rico-Humacao,"Call Box 860,Humacao,PR,792",18.1551337,-18.1551337,
University of Puerto Rico-Mayaguez,"259 Boulevard Alfonso Valdez,Mayaguez,PR,681",18.2086365,-18.2086365,
University of Puerto Rico-Ponce,"2151 Santiago de los Caballeros Avenue,Ponce,PR,716",17.9706117,-17.9706117,
University of Puerto Rico-Rio Piedras,"Rectoria,San Juan,PR,9252526",18.4655394,-18.4655394,
University of Puerto Rico-Utuado,"Carr. # 10 Km. 52.2,Utuado,PR,641",18.1785473,-18.1785473,
University of Puget Sound,"1500 N. Warner Street,Tacoma,WA,98416",47.2639174,-47.2639174,
University of Redlands,"1200 E. Colton Ave,Redlands,CA,92373",34.0623061,-34.0623061,
University of Rhode Island,"Green Hall, 35 Campus Avenue,Kingston,RI,2881",41.4846985,-41.4846985,
University of Richmond,"410 Westhampton Way,University of Richmond,VA,23173",37.5751669,-37.5751669,
University of Rio Grande,"218 N College Ave,Rio Grande,OH,45674",38.8827991,-38.8827991,
University of Rochester,"Wilson Blvd. - Wallis Hall,Rochester,NY,14627",43.1263958,-43.1263958,
University of Saint Francis-Fort Wayne,"2701 Spring St,Fort Wayne,IN,46808",41.0877695,-41.0877695,
University of Saint Joseph,"1678 Asylum Avenue,West Hartford,CT,6117",41.780976,-41.780976,
University of Saint Katherine,"1637 Capalina Road,San Marcos,CA,92069",33.1512468,-33.1512468,
University of Saint Mary,"4100 S 4th St Trafficway,Leavenworth,KS,66048",39.2783084,-39.2783084,
University of San Diego,"5998 Alcala Park,San Diego,CA,92110",32.7716583,-32.7716583,
University of San Francisco,"2130 Fulton St,San Francisco,CA,94117",37.7752654,-37.7752654,
University of Science and Arts of Oklahoma,"17th Street and Grand Avenue,Chickasha,OK,73018",35.0295652,-35.0295652,
University of Scranton,"800 Linden Street,Scranton,PA,18510",41.4067597,-41.4067597,
University of Sioux Falls,"1101 W 22nd St,Sioux Falls,SD,57105",43.5327632,-43.5327632,
University of South Alabama,"307 N University Blvd,Mobile,AL,36688",30.6954258,-30.6954258,
University of South Carolina-Aiken,"471 University Pkwy,Aiken,SC,29801",33.5898667,-33.5898667,
University of South Carolina-Beaufort,"1 University Boulevard,Bluffton,SC,29909",32.3032014,-32.3032014,
University of South Carolina-Columbia,"Columbia-Campus,Columbia,SC,29208",33.9937575,-33.9937575,
University of South Carolina-Lancaster,"476 Hubbard Drive,Lancaster,SC,29720",34.7360763,-34.7360763,
University of South Carolina-Salkehatchie,"465 James Brandt Blvd,Allendale,SC,29810",33.0131258,-33.0131258,
University of South Carolina-Sumter,"200 Miller Rd,Sumter,SC,29150",33.9324793,-33.9324793,
University of South Carolina-Union,"309 East Academy St,Union,SC,29379",34.7178593,-34.7178593,
